Feature ID	Taxon	Consensus
Seq281	NS;NS-Gamma;NS-Gamma-2;NS-Gamma-2.1;NS-Gamma-2.1.2;NS-Gamma-2.1.2.2;NS-Gamma-2.1.2.2_OTU3	1.0
Seq289	NS;NS-Gamma;NS-Gamma-2;NS-Gamma-2.1;NS-Gamma-2.1.2;NS-Gamma-2.1.2.2;NS-Gamma-2.1.2.2_OTU3	1.0
Seq297	NT;NT-Alpha;NT-Alpha-1;NT-Alpha-1.1;NT-Alpha-1.1.1;NT-Alpha-1.1.1.2;NT-Alpha-1.1.1.2_OTU3	1.0
Seq305	NS;NS-Delta;NS-Delta-1;NS-Delta-1.1;NS-Delta-1.1.2;NS-Delta-1.1.2.1;NS-Delta-1.1.2.1_OTU13	1.0
Seq313	NS;NS-Gamma;NS-Gamma-2;NS-Gamma-2.3;NS-Gamma-2.3.2;NS-Gamma-2.3.2_OTU2	1.0
Seq321	NS;NS-Delta;NS-Delta-1;NS-Delta-1.Incertae_sedis.3;NS-Delta-1.Incertae_sedis.3_OTU2	1.0
Seq329	NS;NS-Gamma;NS-Gamma-2;NS-Gamma-2.3;NS-Gamma-2.3.2;NS-Gamma-2.3.2.2;NS-Gamma-2.3.2.2_OTU8	1.0
Seq337	NS;NS-Gamma;NS-Gamma-2;NS-Gamma-2.1;NS-Gamma-2.1.2;NS-Gamma-2.1.2.2;NS-Gamma-2.1.2.2_OTU3	1.0
Seq345	NS;NS-Delta;NS-Delta-2;NS-Delta-2.1;NS-Delta-2.1_OTU2	1.0
Seq361	NS;NS-Delta;NS-Delta-1;NS-Delta-1.Incertae_sedis.3;NS-Delta-1.Incertae_sedis.3_OTU2	1.0
Seq369	NS;NS-Delta;NS-Delta-1;NS-Delta-1.2;NS-Delta-1.2.2;NS-Delta-1.2.2_OTU2	1.0
Seq377	NT;NT-Alpha;NT-Alpha-1;NT-Alpha-1.2;NT-Alpha-1.2.1;NT-Alpha-1.2.1_OTU4	1.0
Seq385	NS;NS-Gamma;NS-Gamma-2;NS-Gamma-2.3;NS-Gamma-2.3.2;NS-Gamma-2.3.2.3;NS-Gamma-2.3.2.3_OTU3	1.0
Seq401	NS;NS-Gamma;NS-Gamma-2;NS-Gamma-2.3;NS-Gamma-2.3.2;NS-Gamma-2.3.2_OTU2	1.0
Seq409	NS;NS-Delta;NS-Delta-1;NS-Delta-1.1;NS-Delta-1.1.2;NS-Delta-1.1.2.1;NS-Delta-1.1.2.1_OTU13	1.0
Seq417	NS;NS-Delta;NS-Delta-1;NS-Delta-1.Incertae_sedis.3;NS-Delta-1.Incertae_sedis.3_OTU2	1.0
Seq433	NT;NT-Alpha;NT-Alpha-1;NT-Alpha-1.1;NT-Alpha-1.1.1;NT-Alpha-1.1.1.1;NT-Alpha-1.1.1.1.3;NT-Alpha-1.1.1.1.3.2;NT-Alpha-1.1.1.1.3.2.Incertae_sedis;NT-Alpha-1.1.1.1.3.2.Incertae_sedis_OTU1	1.0
